brand,model,year,km_driven,fuel,transmission,owner,engine,max_power,seats,selling_price
Ford,Kuga,2019,231566,Petrol,Manual,Second Owner,3659,267,4,1698305
Hyundai,Tucson,2011,241944,Diesel,Automatic,Third Owner,3177,115,4,948648
BMW,X3,2022,151980,Hybrid,Manual,First Owner,2013,341,5,3643563
Mercedes,E200,2020,200137,Petrol,Manual,Second Owner,3802,250,5,3310990
Volkswagen,Polo,2015,136400,Diesel,Manual,Third Owner,2055,268,4,1417203
Kia,Sportage,2015,44769,Diesel,Automatic,Third Owner,1562,114,7,1605360
Hyundai,Tucson,2015,114401,Petrol,Manual,Second Owner,2279,379,5,1412902
Hyundai,Tucson,2012,59200,Hybrid,Manual,Third Owner,3217,173,4,1860376
Mercedes,GLA,2024,243436,Petrol,Automatic,First Owner,3687,359,4,4050590
Mercedes,C200,2011,53269,Diesel,Manual,Third Owner,1120,233,5,2382953
Hyundai,Sonata,2022,200457,Hybrid,Automatic,First Owner,1769,124,4,1723032
BMW,320,2016,163755,Hybrid,Manual,Third Owner,1951,188,7,2979423
Toyota,Camry,2010,185392,Diesel,Manual,Third Owner,3476,310,7,1214489
Volkswagen,Polo,2013,228380,Diesel,Automatic,Second Owner,1563,153,4,893517
BMW,320,2021,205419,Petrol,Automatic,Second Owner,1911,173,4,2891725
Toyota,Corolla,2022,232312,Hybrid,Automatic,Third Owner,2330,304,4,2507716
Hyundai,Sonata,2009,164365,Hybrid,Automatic,Third Owner,2281,271,7,1781271
Volkswagen,Tiguan,2024,173137,Hybrid,Manual,Third Owner,1447,301,5,2314009
Ford,Focus,2015,140974,Hybrid,Automatic,Third Owner,1160,355,5,2137802
Kia,Cerato,2009,54768,Diesel,Automatic,Second Owner,2247,216,5,1248156
BMW,X5,2017,165729,Petrol,Manual,Second Owner,3646,301,4,3239263
Volkswagen,Tiguan,2011,52125,Hybrid,Manual,Second Owner,2693,235,5,1810606
Toyota,Corolla,2022,159747,Hybrid,Manual,Second Owner,1369,198,5,1597536
Volkswagen,Tiguan,2013,193317,Hybrid,Manual,First Owner,1467,300,7,1640365
Mercedes,C200,2024,190408,Diesel,Manual,Second Owner,3254,264,4,3431235
Ford,Focus,2018,153240,Hybrid,Manual,First Owner,1592,161,7,1478596
Toyota,Camry,2017,86138,Hybrid,Automatic,Second Owner,3565,162,4,2224117
BMW,320,2008,168200,Diesel,Manual,Second Owner,3038,325,7,2898439
Ford,Focus,2023,67358,Petrol,Automatic,Second Owner,2679,296,4,2302989
Kia,Cerato,2008,69150,Hybrid,Automatic,Third Owner,3574,355,4,2359199
Toyota,Corolla,2012,19434,Hybrid,Automatic,First Owner,1595,86,7,1353222
Kia,Cerato,2017,91798,Petrol,Manual,First Owner,2707,161,4,1567344
Volkswagen,Polo,2013,124364,Hybrid,Automatic,First Owner,1381,223,5,1754887
Mercedes,E200,2010,203821,Diesel,Manual,Second Owner,2928,138,4,2330126
Volkswagen,Polo,2018,143163,Diesel,Manual,Third Owner,1856,383,4,1898493
Toyota,RAV4,2024,27982,Diesel,Automatic,Second Owner,3493,232,5,2260318
Kia,Cerato,2019,248035,Petrol,Automatic,Third Owner,3986,393,5,2372934
Hyundai,Elantra,2015,190751,Diesel,Manual,First Owner,1484,82,5,768362
Volkswagen,Passat,2014,214600,Hybrid,Automatic,Second Owner,1186,240,5,1470291
Kia,Cerato,2014,7961,Hybrid,Manual,Third Owner,2153,200,4,1964379
Mercedes,E200,2024,149177,Diesel,Manual,First Owner,3809,240,5,3467344
Hyundai,Tucson,2008,223115,Petrol,Manual,Second Owner,2384,315,5,887600
Ford,Focus,2012,131221,Petrol,Automatic,Third Owner,2372,306,5,1424863
Volkswagen,Passat,2024,83471,Hybrid,Automatic,Third Owner,3194,79,4,2300559
Kia,Cerato,2018,214593,Diesel,Manual,First Owner,2148,85,5,813449
Hyundai,Tucson,2013,154679,Hybrid,Automatic,First Owner,3437,129,5,1941911
Volkswagen,Polo,2009,76171,Diesel,Manual,Second Owner,1973,260,5,931318
Ford,Mondeo,2014,142651,Diesel,Manual,First Owner,2532,89,4,1271466
Toyota,Camry,2024,11536,Diesel,Manual,First Owner,2393,317,7,2360030
Ford,Kuga,2017,208301,Diesel,Manual,First Owner,3114,137,4,1228491
Volkswagen,Passat,2022,106603,Hybrid,Manual,First Owner,2273,92,7,1676006
Ford,Kuga,2010,92369,Diesel,Manual,First Owner,3132,229,4,1417432
Kia,Sportage,2014,89116,Petrol,Manual,Second Owner,2133,342,5,1691072
Ford,Mondeo,2011,76474,Petrol,Manual,Second Owner,1468,77,7,975247
Kia,Cerato,2011,59153,Hybrid,Automatic,Third Owner,2304,208,4,1814428
Volkswagen,Polo,2015,49898,Petrol,Automatic,Third Owner,2387,346,5,2095799
Toyota,Corolla,2008,128400,Hybrid,Manual,First Owner,2571,97,4,1016808
Hyundai,Sonata,2013,189727,Hybrid,Automatic,Third Owner,2456,229,5,1702904
Ford,Focus,2010,246902,Diesel,Manual,First Owner,3861,309,4,1404016
Hyundai,Sonata,2022,128350,Petrol,Manual,First Owner,3526,202,5,1620674
Hyundai,Elantra,2018,211773,Diesel,Automatic,Second Owner,1123,103,5,900176
Toyota,Camry,2023,125911,Petrol,Automatic,Second Owner,3475,364,4,2640917
Kia,Rio,2020,219316,Hybrid,Manual,Second Owner,3277,106,5,1643547
Kia,Sportage,2020,159805,Diesel,Manual,Third Owner,1998,350,4,1827492
Hyundai,Sonata,2010,94316,Petrol,Automatic,Second Owner,3323,245,7,1625083
Volkswagen,Passat,2013,178699,Hybrid,Manual,Third Owner,3915,363,5,2139489
Toyota,RAV4,2022,90295,Hybrid,Manual,Second Owner,1721,227,5,1964096
Toyota,RAV4,2011,184701,Hybrid,Automatic,Second Owner,3024,400,7,2017452
Toyota,Corolla,2014,219180,Petrol,Manual,First Owner,3706,146,5,1211916
Kia,Sportage,2020,166368,Hybrid,Automatic,First Owner,1842,232,5,1876808
Kia,Cerato,2017,245779,Diesel,Automatic,First Owner,3386,74,7,1312579
Kia,Sportage,2012,228479,Diesel,Manual,Second Owner,3248,97,4,617354
Volkswagen,Tiguan,2019,33756,Diesel,Manual,First Owner,2768,372,5,2382061
Volkswagen,Polo,2020,111439,Diesel,Automatic,Third Owner,1865,158,5,1722761
BMW,320,2020,226073,Diesel,Automatic,First Owner,2181,134,4,2948408
Toyota,Corolla,2008,42747,Hybrid,Automatic,Third Owner,2788,139,4,1727609
BMW,X3,2021,230483,Diesel,Automatic,Third Owner,1736,302,7,3554255
Hyundai,Tucson,2022,105850,Diesel,Manual,First Owner,2739,379,4,2398805
Kia,Sportage,2015,191680,Hybrid,Automatic,Second Owner,3237,365,5,1988558
Toyota,Corolla,2023,189780,Diesel,Manual,Third Owner,2972,110,4,1299303
Volkswagen,Tiguan,2024,230273,Diesel,Automatic,Third Owner,1320,337,7,1886231
Toyota,Corolla,2023,170324,Hybrid,Manual,Third Owner,3595,346,7,2517515
Mercedes,GLA,2009,241869,Diesel,Manual,Second Owner,2859,332,5,2802760
Kia,Cerato,2018,115366,Diesel,Automatic,Second Owner,1686,88,7,1233306
Kia,Cerato,2017,195571,Hybrid,Automatic,First Owner,3577,312,7,2303423
BMW,X3,2009,177050,Diesel,Manual,Second Owner,2985,112,4,2210342
Kia,Rio,2016,71073,Petrol,Automatic,Second Owner,2052,77,7,1266426
Toyota,RAV4,2013,243585,Hybrid,Manual,Third Owner,2829,259,4,1323680
Mercedes,GLA,2015,132118,Petrol,Manual,Second Owner,1345,144,7,2409029
Ford,Focus,2023,202331,Diesel,Automatic,First Owner,3706,295,7,2035985
Volkswagen,Passat,2014,156455,Hybrid,Automatic,First Owner,3630,205,4,1797709
Toyota,Corolla,2022,109528,Diesel,Automatic,Second Owner,3181,189,5,2188640
Volkswagen,Tiguan,2020,129410,Diesel,Manual,Third Owner,2780,76,5,1205770
Ford,Mondeo,2020,182862,Diesel,Manual,First Owner,3176,396,5,2495533
Ford,Mondeo,2016,92809,Diesel,Automatic,First Owner,2045,369,5,2117629
Hyundai,Tucson,2015,197495,Hybrid,Manual,Third Owner,2382,162,5,1445035
Kia,Rio,2008,223022,Petrol,Manual,Second Owner,1400,338,4,880202
Volkswagen,Polo,2019,62518,Hybrid,Automatic,Second Owner,1790,87,4,1916010
Kia,Rio,2009,160749,Hybrid,Manual,Third Owner,3613,132,7,1214106
Toyota,Corolla,2012,103555,Hybrid,Manual,First Owner,3849,164,5,1698541
Mercedes,E200,2010,172452,Diesel,Automatic,Second Owner,3835,235,5,3401858
BMW,320,2016,208713,Petrol,Automatic,Second Owner,2362,100,5,2672465
Ford,Mondeo,2013,120494,Petrol,Automatic,First Owner,3499,271,4,1983752
Volkswagen,Polo,2011,42715,Hybrid,Automatic,First Owner,3514,399,4,2383693
Hyundai,Tucson,2016,32076,Petrol,Manual,First Owner,3340,198,5,1726599
Toyota,Camry,2012,176144,Hybrid,Manual,First Owner,3722,269,5,2044132
BMW,X3,2018,242140,Diesel,Manual,Third Owner,3898,321,5,3208874
Hyundai,Sonata,2010,146591,Petrol,Manual,Second Owner,3823,316,4,1842135
Kia,Cerato,2019,92409,Hybrid,Automatic,Second Owner,1226,393,7,2537744
Toyota,Camry,2018,26091,Diesel,Automatic,Third Owner,1831,160,7,1638097
Toyota,Camry,2014,83347,Hybrid,Automatic,First Owner,3583,253,5,2298117
Toyota,RAV4,2022,197760,Petrol,Manual,First Owner,1790,82,7,1323863
Kia,Rio,2023,106913,Petrol,Automatic,Second Owner,3187,300,4,2457495
Toyota,Camry,2009,93530,Hybrid,Manual,Second Owner,1484,178,7,995006
Volkswagen,Tiguan,2022,182754,Hybrid,Manual,Third Owner,3373,189,4,1903871
Toyota,RAV4,2012,133160,Hybrid,Manual,Second Owner,3532,93,4,1358852
Volkswagen,Tiguan,2012,8765,Petrol,Manual,Second Owner,1398,303,7,1538504
BMW,X3,2010,219381,Petrol,Manual,Second Owner,3437,385,4,3132388
Toyota,Corolla,2021,93432,Hybrid,Automatic,Second Owner,1494,364,7,2523891
BMW,X5,2014,205337,Petrol,Manual,Second Owner,1258,131,5,2105224
BMW,X5,2013,187529,Diesel,Manual,Second Owner,1997,367,4,3049021
BMW,320,2020,208859,Petrol,Manual,Second Owner,1330,73,4,2555869
BMW,320,2017,114110,Hybrid,Automatic,Third Owner,1519,175,4,3371098
Volkswagen,Polo,2024,123074,Diesel,Manual,First Owner,3500,89,7,1863469
BMW,X3,2023,165445,Petrol,Automatic,Second Owner,2715,72,7,3231448
BMW,320,2011,143988,Petrol,Automatic,Third Owner,3078,182,5,2947601
Ford,Kuga,2014,77463,Petrol,Manual,First Owner,1611,312,5,1556199
BMW,320,2009,19163,Hybrid,Automatic,Second Owner,1858,292,5,3171229
Mercedes,GLA,2022,16355,Petrol,Manual,Third Owner,1720,150,4,3264732
Hyundai,Tucson,2011,23575,Petrol,Automatic,Third Owner,3374,236,5,1830103
BMW,X3,2018,65309,Petrol,Automatic,First Owner,1401,191,7,3197768
Hyundai,Elantra,2020,238666,Petrol,Manual,Second Owner,3396,318,4,1635555
Hyundai,Elantra,2014,248240,Hybrid,Automatic,First Owner,2586,261,4,1581761
Hyundai,Tucson,2014,170680,Diesel,Automatic,First Owner,2375,135,4,1410362
Volkswagen,Tiguan,2009,78558,Petrol,Manual,Second Owner,2878,284,4,1428650
Ford,Mondeo,2015,237366,Diesel,Manual,Third Owner,3504,157,7,1295593
Kia,Rio,2010,112923,Hybrid,Automatic,First Owner,3423,312,5,2071851
Mercedes,C200,2021,197984,Petrol,Manual,Second Owner,2778,366,4,3490195
Kia,Rio,2008,114516,Petrol,Manual,Second Owner,3065,87,5,988960
Kia,Sportage,2023,217262,Hybrid,Manual,Second Owner,3028,193,4,1874769
Kia,Rio,2021,62149,Petrol,Automatic,Second Owner,1979,116,4,1726970
Hyundai,Tucson,2017,47415,Hybrid,Automatic,Third Owner,3390,82,5,1899328
Hyundai,Elantra,2020,53482,Diesel,Automatic,Third Owner,3594,70,7,1741961
Toyota,Camry,2018,144177,Petrol,Automatic,Second Owner,2105,383,7,2038520
Kia,Rio,2010,167648,Diesel,Manual,Third Owner,3763,256,4,1402474
Toyota,Camry,2019,126989,Hybrid,Manual,Second Owner,2500,159,7,1696709
Kia,Cerato,2010,151999,Hybrid,Manual,First Owner,2371,192,7,1520015
Toyota,RAV4,2023,198299,Hybrid,Manual,Third Owner,1923,234,5,1792660
Mercedes,GLA,2021,77651,Petrol,Manual,Second Owner,2414,301,5,3481267
Kia,Cerato,2011,128250,Hybrid,Automatic,Second Owner,3543,258,7,1903990
Volkswagen,Passat,2014,238807,Diesel,Manual,First Owner,2600,161,5,1231932
Toyota,Corolla,2013,77336,Petrol,Manual,Second Owner,1616,174,7,1202211
Volkswagen,Passat,2017,114192,Hybrid,Manual,Second Owner,2420,285,5,2151892
Volkswagen,Tiguan,2008,81419,Petrol,Manual,First Owner,1951,336,7,1146977
Mercedes,E200,2018,176903,Hybrid,Automatic,Second Owner,3430,341,7,3953251
Hyundai,Sonata,2017,153701,Petrol,Automatic,First Owner,2064,186,5,1650642
Mercedes,E200,2009,43886,Diesel,Automatic,Second Owner,1681,386,4,3291720
Volkswagen,Tiguan,2017,52783,Petrol,Manual,First Owner,1974,129,4,1522856
Mercedes,GLA,2012,120576,Diesel,Automatic,First Owner,1840,357,7,3149754
Toyota,RAV4,2018,95137,Petrol,Automatic,Second Owner,3211,153,7,1985278
Mercedes,C200,2008,111053,Diesel,Manual,Second Owner,2311,149,4,2741878
Volkswagen,Tiguan,2024,91843,Hybrid,Automatic,Second Owner,2187,363,7,2697438
BMW,X3,2022,93784,Hybrid,Manual,Third Owner,2961,90,4,3314756
Volkswagen,Tiguan,2011,85761,Petrol,Automatic,Third Owner,1902,298,5,1826785
Toyota,Camry,2009,164423,Hybrid,Manual,Third Owner,3156,183,5,1588989
BMW,320,2010,146141,Diesel,Manual,Third Owner,2615,169,5,2444038
Mercedes,GLA,2024,19692,Hybrid,Automatic,Second Owner,1605,288,5,4058337
Hyundai,Sonata,2008,79619,Diesel,Automatic,Second Owner,2825,357,4,1714744
BMW,X3,2022,199387,Diesel,Automatic,Second Owner,1670,287,7,3167558
Hyundai,Elantra,2010,42654,Petrol,Automatic,Second Owner,3151,241,4,1552044
Kia,Sportage,2010,6735,Diesel,Automatic,Second Owner,1716,354,5,1678308
Volkswagen,Tiguan,2012,57234,Petrol,Automatic,Second Owner,3268,321,4,1863062
Ford,Mondeo,2017,134525,Hybrid,Automatic,First Owner,1109,71,4,1419597
Mercedes,E200,2023,37552,Hybrid,Automatic,Second Owner,1734,321,7,4172628
Volkswagen,Passat,2008,36288,Diesel,Automatic,First Owner,3453,255,7,1915449
Hyundai,Tucson,2021,232631,Diesel,Automatic,Third Owner,1489,261,7,1510834
Volkswagen,Tiguan,2008,226585,Diesel,Manual,Third Owner,1239,144,5,640328
Hyundai,Tucson,2012,98686,Petrol,Manual,Second Owner,2479,284,7,1452379
Mercedes,C200,2017,81457,Hybrid,Manual,Third Owner,1793,391,4,3726116
Ford,Focus,2013,147530,Diesel,Automatic,Third Owner,2233,208,7,1511112
Volkswagen,Tiguan,2019,30122,Hybrid,Automatic,First Owner,1052,140,7,1729147
Mercedes,E200,2023,113001,Diesel,Manual,First Owner,1892,149,7,3137659
BMW,320,2024,226792,Hybrid,Manual,Second Owner,2886,109,4,3276783
Ford,Focus,2008,130702,Diesel,Automatic,Third Owner,2485,141,5,1137713
Kia,Cerato,2018,50143,Hybrid,Automatic,First Owner,1485,183,4,2023339
Ford,Kuga,2012,185367,Petrol,Automatic,First Owner,1859,136,4,1416411
Hyundai,Tucson,2011,25377,Petrol,Automatic,Second Owner,1174,170,4,1204685
Toyota,RAV4,2024,160497,Petrol,Automatic,First Owner,2036,92,4,1534756
Mercedes,GLA,2008,202800,Petrol,Manual,Third Owner,1841,370,4,2602078
BMW,X3,2019,12670,Petrol,Manual,Third Owner,2136,366,5,3576738
Mercedes,C200,2024,209682,Hybrid,Manual,Third Owner,3335,104,4,3245277
Ford,Kuga,2008,143631,Petrol,Manual,Second Owner,1703,345,4,1409040
Volkswagen,Passat,2014,246297,Hybrid,Automatic,Second Owner,3859,371,4,2426831
Hyundai,Tucson,2011,52408,Diesel,Automatic,Second Owner,1877,333,4,1673622
Hyundai,Elantra,2018,37405,Diesel,Manual,Third Owner,1556,323,5,1741236
Volkswagen,Polo,2009,26560,Diesel,Automatic,First Owner,2576,215,5,1591492
Kia,Cerato,2017,185105,Diesel,Manual,Third Owner,2668,218,5,1342156
BMW,320,2023,183030,Diesel,Manual,First Owner,3761,321,7,3745529
Toyota,Camry,2022,142012,Hybrid,Manual,First Owner,1587,272,5,2064464
Volkswagen,Tiguan,2011,199361,Petrol,Manual,Second Owner,1815,243,4,803666
Kia,Sportage,2011,66045,Diesel,Automatic,Second Owner,3922,367,7,2355835
Mercedes,GLA,2020,98348,Diesel,Automatic,Second Owner,3094,212,4,3766785
Ford,Mondeo,2011,37031,Diesel,Automatic,Second Owner,1945,391,4,1853269
Toyota,Corolla,2009,222661,Petrol,Automatic,Third Owner,1109,161,5,715372
Kia,Cerato,2018,45038,Diesel,Manual,First Owner,3707,336,5,2248853
Ford,Mondeo,2014,81955,Hybrid,Automatic,Second Owner,3067,203,7,2053808
Mercedes,GLA,2008,205268,Petrol,Automatic,First Owner,2571,300,5,2923895
Ford,Mondeo,2022,125496,Petrol,Manual,First Owner,3280,225,7,2205038
BMW,X5,2021,40255,Diesel,Automatic,Second Owner,1448,361,7,3762647
Hyundai,Tucson,2023,129757,Hybrid,Manual,Third Owner,1228,270,5,1929941
Hyundai,Tucson,2020,166727,Hybrid,Automatic,Second Owner,2312,101,4,1558948
Kia,Rio,2012,224397,Diesel,Automatic,Third Owner,3391,83,7,957716
Mercedes,E200,2011,117236,Diesel,Automatic,Second Owner,2438,98,7,2621258
BMW,320,2015,174891,Diesel,Manual,Third Owner,1268,226,4,2924601
Mercedes,C200,2008,146142,Diesel,Manual,Second Owner,3694,286,7,2799174
Kia,Sportage,2016,10348,Hybrid,Automatic,Third Owner,1091,232,5,2056522
Kia,Sportage,2018,155087,Petrol,Automatic,First Owner,3829,175,5,1799212
Hyundai,Tucson,2018,48680,Hybrid,Automatic,Second Owner,2785,173,5,2331148
Volkswagen,Passat,2014,80328,Diesel,Manual,Second Owner,3349,275,4,2108233
Kia,Cerato,2010,193142,Hybrid,Manual,Third Owner,2379,209,4,1213435
Kia,Cerato,2023,116963,Petrol,Automatic,First Owner,3668,224,7,2152858
Ford,Mondeo,2021,178921,Hybrid,Automatic,First Owner,2697,275,5,2440832
Kia,Cerato,2022,181045,Hybrid,Manual,First Owner,3571,334,4,2510843
Kia,Sportage,2014,178226,Hybrid,Automatic,Second Owner,3612,342,7,2517354
Ford,Mondeo,2009,141909,Petrol,Automatic,Second Owner,1605,193,4,1177021
Volkswagen,Tiguan,2017,226281,Diesel,Automatic,Second Owner,1263,394,4,1717994
Ford,Mondeo,2016,220930,Diesel,Manual,Second Owner,3813,377,4,1961188
Hyundai,Elantra,2011,44311,Petrol,Manual,First Owner,2271,307,5,1735833
Kia,Sportage,2021,174586,Petrol,Manual,First Owner,2117,139,4,1488950
Mercedes,E200,2013,173897,Petrol,Automatic,First Owner,1226,112,5,2542197
Kia,Sportage,2010,241080,Diesel,Automatic,Third Owner,3692,116,5,1221641
Ford,Kuga,2012,66876,Petrol,Manual,Third Owner,3720,367,7,2117142
Mercedes,E200,2010,67410,Hybrid,Manual,Second Owner,2348,369,7,3647203
Hyundai,Tucson,2015,115852,Petrol,Manual,First Owner,1717,179,5,1320652
Hyundai,Sonata,2016,231204,Hybrid,Manual,Second Owner,3185,261,7,1742774
Toyota,Camry,2021,129480,Hybrid,Manual,Second Owner,1593,255,5,1989497
Volkswagen,Polo,2017,10524,Hybrid,Manual,Third Owner,3712,97,7,2109228
Ford,Kuga,2015,71317,Hybrid,Automatic,Second Owner,3617,255,7,2164875
Toyota,RAV4,2015,229827,Diesel,Automatic,First Owner,2609,200,5,1436996
Toyota,Corolla,2017,60151,Petrol,Automatic,Third Owner,2299,399,5,2213047
Ford,Focus,2016,232133,Petrol,Automatic,Second Owner,2691,240,7,1543695
Hyundai,Elantra,2013,188102,Diesel,Manual,Second Owner,2723,378,7,1819013
Ford,Kuga,2018,123819,Hybrid,Manual,First Owner,3627,398,4,2520076
Volkswagen,Polo,2012,5806,Diesel,Manual,Third Owner,2251,230,7,1508003
Toyota,Corolla,2013,70432,Hybrid,Manual,Third Owner,3808,280,5,1876357
Hyundai,Sonata,2012,73335,Petrol,Automatic,Second Owner,1813,113,5,1319718
Mercedes,C200,2020,234740,Diesel,Manual,First Owner,1094,355,7,3178942
Kia,Cerato,2015,242723,Petrol,Automatic,First Owner,2072,156,4,1489842
Hyundai,Tucson,2021,162389,Diesel,Manual,First Owner,2507,157,7,1447605
Toyota,Corolla,2024,119074,Diesel,Automatic,First Owner,1919,174,4,1917574
Ford,Mondeo,2017,200675,Diesel,Automatic,First Owner,2766,175,7,1538457
BMW,X5,2014,114662,Petrol,Automatic,First Owner,1117,218,5,3119843
BMW,X3,2022,242850,Petrol,Automatic,Third Owner,3802,304,4,3630305
Toyota,Camry,2012,233443,Diesel,Automatic,Third Owner,1869,266,7,1320317
Hyundai,Tucson,2016,24151,Petrol,Manual,First Owner,2363,190,5,1672332
Mercedes,GLA,2009,6405,Diesel,Automatic,Second Owner,2616,259,4,3205081
Kia,Rio,2013,73233,Petrol,Automatic,Second Owner,2917,137,4,1416618
Mercedes,GLA,2024,118489,Petrol,Automatic,First Owner,2283,92,4,3264585
Hyundai,Sonata,2019,247807,Diesel,Automatic,Second Owner,3510,205,7,1854430
Mercedes,E200,2013,87717,Hybrid,Automatic,First Owner,3276,395,5,3799488
Toyota,Corolla,2012,19304,Petrol,Manual,First Owner,2926,203,4,1527737
Volkswagen,Polo,2021,35415,Diesel,Manual,Second Owner,2460,357,5,2135651
Hyundai,Sonata,2011,226731,Hybrid,Manual,First Owner,2431,117,4,1232944
Ford,Mondeo,2013,223878,Petrol,Automatic,Third Owner,3716,369,4,1653665
Kia,Rio,2024,206024,Hybrid,Manual,Second Owner,1314,196,5,1691213
Volkswagen,Passat,2018,11805,Diesel,Manual,Second Owner,2530,372,4,2242471
Ford,Mondeo,2012,12569,Petrol,Automatic,Third Owner,3701,315,5,2352340
Volkswagen,Polo,2008,91357,Petrol,Automatic,Second Owner,3996,361,4,1909323
BMW,320,2017,89717,Petrol,Manual,Third Owner,3466,265,4,3269686
Hyundai,Sonata,2013,67935,Diesel,Manual,First Owner,1852,153,5,1456603
Ford,Mondeo,2017,174651,Hybrid,Manual,First Owner,2222,321,5,1719295
Volkswagen,Polo,2012,99121,Hybrid,Manual,Second Owner,3099,172,5,1266787
Hyundai,Sonata,2023,75380,Hybrid,Automatic,First Owner,2730,258,7,2619742
BMW,X5,2021,29365,Petrol,Automatic,Second Owner,3770,184,7,3641461
Volkswagen,Tiguan,2012,248968,Diesel,Manual,Second Owner,2917,293,4,1118929
Ford,Mondeo,2017,43956,Petrol,Automatic,First Owner,3142,288,5,2259641
Kia,Rio,2010,245465,Petrol,Manual,Third Owner,2740,281,4,1159140
Hyundai,Tucson,2016,98181,Diesel,Manual,Third Owner,1066,128,7,998926
Volkswagen,Polo,2013,211091,Petrol,Automatic,First Owner,1341,283,7,1144422
Mercedes,E200,2022,203535,Hybrid,Automatic,Third Owner,2085,244,4,3746548
BMW,320,2010,200829,Hybrid,Automatic,Third Owner,1435,292,7,3141122
Toyota,Corolla,2020,35586,Petrol,Manual,Third Owner,2954,305,7,2119551
Hyundai,Tucson,2023,84377,Hybrid,Automatic,Third Owner,3759,272,5,3002091
Toyota,Corolla,2012,8637,Petrol,Manual,First Owner,3850,166,4,1414713
BMW,X5,2012,175325,Petrol,Automatic,Third Owner,3206,167,4,2618921
Mercedes,E200,2012,129253,Diesel,Manual,First Owner,1680,148,7,2359707
Volkswagen,Polo,2023,128598,Petrol,Automatic,Third Owner,1993,173,5,1817416
Kia,Sportage,2009,92516,Petrol,Manual,Third Owner,3920,291,5,1616968
Ford,Mondeo,2017,14703,Diesel,Automatic,Second Owner,3102,372,7,2379708
Kia,Cerato,2023,65792,Hybrid,Manual,Third Owner,1077,286,7,2247774
Mercedes,GLA,2010,75214,Hybrid,Automatic,Second Owner,1478,323,7,3191041
Volkswagen,Polo,2022,187849,Diesel,Manual,First Owner,2179,168,5,1687716
Mercedes,E200,2015,138073,Petrol,Automatic,Third Owner,3929,309,4,3523381
Mercedes,GLA,2020,114277,Hybrid,Automatic,Second Owner,1663,388,4,4158490
Mercedes,GLA,2010,179864,Diesel,Manual,First Owner,1817,150,7,2339230
Hyundai,Elantra,2021,134427,Diesel,Manual,First Owner,3280,94,4,1576658
Mercedes,E200,2019,182452,Petrol,Manual,Third Owner,1130,102,5,2595061
Hyundai,Elantra,2015,36637,Hybrid,Manual,Second Owner,2056,244,5,1962282
Ford,Focus,2016,239964,Petrol,Manual,Third Owner,1206,294,5,1332380
Ford,Focus,2011,209905,Hybrid,Manual,Third Owner,1171,329,4,1627712
BMW,X3,2011,233293,Petrol,Automatic,First Owner,3983,219,7,2957842
Hyundai,Tucson,2023,197034,Petrol,Manual,Third Owner,2489,241,4,1838132
Toyota,Corolla,2022,113986,Petrol,Manual,Second Owner,2398,216,7,1758267
BMW,320,2016,102631,Hybrid,Automatic,Second Owner,3578,195,4,3834955
Ford,Kuga,2021,211363,Petrol,Manual,Second Owner,2693,279,5,1627265
Ford,Kuga,2019,12802,Diesel,Manual,First Owner,3939,334,4,2620387
Toyota,Camry,2018,110290,Petrol,Automatic,First Owner,2610,88,7,1484896
Volkswagen,Passat,2009,170572,Hybrid,Automatic,Second Owner,2646,353,5,1673639
Volkswagen,Tiguan,2018,243349,Diesel,Manual,Second Owner,3161,382,4,1861667
Volkswagen,Polo,2022,173789,Petrol,Automatic,Third Owner,2414,277,4,1904864
Mercedes,C200,2009,145884,Diesel,Automatic,Third Owner,3944,134,7,2910928
Kia,Sportage,2014,29332,Hybrid,Automatic,Third Owner,2395,395,4,2390192
Toyota,Corolla,2016,68265,Diesel,Automatic,Third Owner,1452,100,5,1264342
Mercedes,GLA,2024,97923,Petrol,Manual,Third Owner,1510,299,5,3194722
Kia,Cerato,2008,123789,Diesel,Manual,Third Owner,3382,359,7,1489376
Volkswagen,Tiguan,2015,96838,Diesel,Automatic,Third Owner,3928,363,7,1889442
BMW,X3,2020,141227,Hybrid,Manual,First Owner,2342,334,7,3466260
BMW,X5,2022,30686,Petrol,Automatic,Second Owner,1335,117,4,3345440
Hyundai,Elantra,2023,61304,Diesel,Manual,Second Owner,3772,339,5,2558562
Kia,Cerato,2024,209164,Diesel,Automatic,Third Owner,3043,395,5,2489440
Hyundai,Tucson,2023,196815,Diesel,Manual,First Owner,3071,135,5,1409473
Volkswagen,Polo,2012,189686,Hybrid,Manual,Third Owner,1870,303,5,1551471
Toyota,RAV4,2013,151545,Diesel,Manual,Third Owner,2673,126,4,1062319
Mercedes,GLA,2017,15559,Hybrid,Manual,First Owner,2521,226,5,3388277
Mercedes,E200,2023,12334,Petrol,Manual,Third Owner,2727,94,5,3494891
Mercedes,C200,2013,219728,Hybrid,Automatic,First Owner,1501,350,5,3442298
Toyota,Corolla,2021,131137,Hybrid,Automatic,Third Owner,2852,242,5,2287381
Hyundai,Tucson,2012,204740,Petrol,Automatic,Second Owner,3732,299,4,1701852
Ford,Kuga,2018,28413,Hybrid,Automatic,Second Owner,1953,272,5,2347381
Kia,Rio,2022,197915,Diesel,Manual,First Owner,3896,82,7,1187309
Volkswagen,Tiguan,2017,152074,Hybrid,Manual,Third Owner,3291,113,4,1584925
